TOP,SIGLA,NOME,H5,GOOGLE METRICS LINK,Nova Sigla,Novo Nome,Nome Alternativo,Link da DBLP,Link da SOL
Top 20,CSCW,Conference on Computer Supported Cooperative Work,24,https://scholar.google.com/citations?hl=en&vq=eng_humancomputerinteraction&view_op=list_hcore&venue=kXowlNFROIgJ.2024,,ACM Conference on Computer-Supported Cooperative Work & Social Computing,,https://dblp.org/db/conf/cscw/index.html,
Top 20,PDC,Participatory Design Conference,19,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=-nBNAaWmWB0J.2024,,,,https://dblp.org/db/conf/pdc/index.html,
Top 20,OzCHI,Australasian Computer-Human Interaction Conference,18,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=OZvZzNUF9W0J.2024,,,,https://dblp.org/db/conf/ozchi/index.html,
Top 20,CSCWD,IEEE International Conference on Computer Supported Cooperative Work in Design,17,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=sdDHdOPrCVwJ.2024,,,,https://dblp.org/db/conf/cscwd/index.html,
Top 20,EICS,Engineering Interactive Computing Systems,13,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Engineering+Interactive+Computing+Systems%22&btnG= / https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=8ZzKUGSn8EwJ.2023,,ACM SIGCHI Symposium on Engineering Interactive Computing Systems,,https://dblp.org/db/conf/eics/index.html,
Eventos da Área,HICSS,Hawaii International Conference on System Sciences,56,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=6wBd043QhTIJ.2024,,,,https://dblp.org/db/conf/hicss/index.html,
Eventos da Área,Recsys,ACM Conference on Recommender Systems,53,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=4-w_STT7RmEJ.2024,,,,https://dblp.org/db/conf/recsys/index.html,
Eventos da Área,HCII,International Conference on Human-Computer Interaction,41,https://scholar.google.com/citations?hl=en&vq=eng_humancomputerinteraction&view_op=list_hcore&venue=v05i1s2aH5wJ.2024,,,,https://dblp.org/db/conf/hci/index.html,
Eventos da Área,SAC,ACM Symposium on Applied Computing,36,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=eLhWa3qzEDsJ.2024,,,,https://dblp.org/db/conf/sac/index.html,
Eventos da Área,ISMAR,IEEE International Symposium on Mixed and Augmented Reality,35,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=saKKhfQeF-MJ.2024,,,,https://dblp.org/db/conf/ismar/index.html,
Eventos da Área,UMAP,"User Modeling, Adaptation and Personalization Conference",31,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=jtXTIwcBWV8J.2024,,,,https://dblp.org/db/conf/um/index.html,
Eventos da Área,AIED,Artificial Intelligence in Education,31,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=l2Fh9zgyJ3sJ.2024,,,,https://dblp.org/db/conf/aied/index.html,
Eventos da Área,ICMI,ACM International Conference on Multimodal Interaction,31,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=FeNM07eYolwJ.2024,,,,https://dblp.org/db/conf/icmi/index.html,
Eventos da Área,ACII,Affective Computing and Intelligent Interaction,30,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=n8TWwN8Kc5cJ.2024,,,,https://dblp.org/db/conf/acii/index.html,
Eventos da Área,COMPSAC,"Annual International Computers, Software & Applications Conference",29,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=VV1RRR7eju4J.2024,,,,https://dblp.org/db/conf/compsac/index.html,
Eventos da Área,MMSYS,ACM Multimedia Systems Conference,28,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=iRTf4ImdsEQJ.2024,,,,https://dblp.org/db/conf/mmsys/index.html,
Eventos da Área,Ubicomp,ACM Conference on Pervasive and Ubiquitous Computing,27,https://scholar.google.com/citations?hl=en&vq=eng_humancomputerinteraction&view_op=list_hcore&venue=K6EHRjh8bWIJ.2024,,,,https://dblp.org/db/conf/huc/index.html,
Eventos da Área,VRST,ACM Symposium on Virtual Reality Software and Technology,26,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=QFdzrecfz8sJ.2024,,,,https://dblp.org/db/conf/vrst/index.html,
Eventos da Área,DG.O,Annual International Conference on Digital Government Research,25,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=109OuuD55eYJ.2024,,,,https://dblp.org/db/conf/dgo/index.html,
Eventos da Área,ACM CC,Creativity & Cognition,23,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=fckQPrz_q_gJ.2024,,,,https://dblp.org/db/conf/candc/index.html,
Eventos da Área,IVA,International Conference on Intelligent Virtual Agents,23,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=Zy6oN9uVoooJ.2024,,,,https://dblp.org/db/conf/iva/index.html,
Eventos da Área,ICALT,IEEE International Conference on Advanced Learning Technologies,22,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=-QH-Ge-vaUsJ.2024,,,,https://dblp.org/db/conf/icalt/index.html,
Eventos da Área,ICEIS,International Conference on Enterprise Information Systems,21,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=zsGWp1QJr3AJ.2024,,,,https://dblp.org/db/conf/iceis/index.html,
Eventos da Área,CSEDU,International Conference on Computer Supported Education,21,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=nzz9FASca4MJ.2024,,,,https://dblp.org/db/conf/csedu/index.html,
Eventos da Área,AH,Augmented Human International Conference,20,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=HqiGvACsawYJ.2024,,,,https://dblp.org/db/conf/aughuman/index.html,
Eventos da Área,VL,IEEE Symposium on Visual Languages  ,18,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=PDH_h8gpFWsJ.2024,VL/HCC,IEEE Symposium on Visual Languages and Human-Centric Computing,,https://dblp.org/db/conf/vl/index.html,
Eventos da Área,W4A,International Cross-Disciplinary Conference on Web Accessibility,17,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=TXeN4Nn46qQJ.2024,,,,https://dblp.org/db/conf/w4a/index.html,
Eventos da Área,SUI,Symposium on Spatial User Interaction,16,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=pUIVy52VbeEJ.2024,,,,https://dblp.org/db/conf/sui/index.html,
Eventos da Área,ITS,International Conference on Intelligent Tutoring Systems,16,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=pjzAYQWqW2kJ.2024,,International Intelligent Tutoring Systems Conference,,https://dblp.org/db/conf/its/index.html,
Eventos da Área,EGOV,International Conference on Electronic Government,15,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=UF-KqO2gwjoJ.2024,,,,https://dblp.org/db/conf/egov/index.html,
Eventos da Área,IV,International Conference on Information Visualisation,15,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=vRWGetFmuFkJ.2024,ICIV,,,https://dblp.org/db/conf/iv/index.html,
Eventos da Área,SVR,SBC Symposium on Virtual and Augmented Reality ,14,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=Y15SCgN8Um8J.2024,,,,https://dblp.org/db/conf/svr/index.html,
Eventos da Área,ITS,ACM International Conference on Interactive Tabletops and Surfaces,14,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=js1p_d4DBXkJ.2024,,ACM International Conference on Interactive Surfaces and Spaces,,https://dblp.org/db/conf/tabletop/index.html,
Eventos da Área,WEBIST,International Conference on Web Information Systems and Technologies,14,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=0oQi0-PzQ8sJ.2024,,,,https://dblp.org/db/conf/webist/index.html,
Eventos da Área,WEBMEDIA,SBC Simpósio Brasileiro de Sistemas Multimídia e Web,13,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=EL-07Zfxn_kJ.2024,,,,https://dblp.org/db/conf/webmedia/index.html,https://sol.sbc.org.br/index.php/webmedia
Eventos da Área,DOCENG,ACM Symposium on Document Engineering,13,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=C6AfMlHpHa0J.2024 ,,,,https://dblp.org/db/conf/doceng/index.html,
Eventos da Área,ICCHP,International Conference on Computers Helping People with Special Needs,12,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=W0UcbMjBS4MJ.2024,,,,https://dblp.org/db/conf/icchp/index.html,
Eventos da Área,SBIE,Simpósio Brasileiro de Informática na Educação,12,https://scholar.google.com/citations?hl=pt-BR&view_op=list_hcore&venue=DMcB-6XAVukJ.2024,,,,,https://sol.sbc.org.br/index.php/sbie
Eventos da Área,CLEI,Conferencia Latinoamericana En Informatica,11,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=ThEGj_a76ZUJ.2024,,,,https://dblp.org/db/conf/clei/index.html,
Eventos da Área,SIGDOC,ACM International Conference on Design of Communication,11,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=Z4k3y0OWHUwJ.2024,,,,https://dblp.org/db/conf/sigdoc/index.html,
Eventos da Área,VECIMS/CIVEMSA,IEEE International Conference on Virtual Environments Human-Computer Interfaces and Measurement Systems,11,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=SE0J8GWI_bcJ.2024,,,,https://dblp.org/db/conf/vecims/index.html,
Eventos da Área,SBSI,Simpósio Brasileiro de Sistemas de Informação,11,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=2ENJOr-ESPQJ.2024,,,,https://dblp.org/db/conf/sbsi/index.html ,https://sol.sbc.org.br/index.php/sbsi
Eventos da Área,SBGames,Simpósio Brasileiro de Jogos e Entretenimento Digital,10,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=ByeMqHL0dxAJ.2024,,,,https://dblp.org/db/conf/sbgames/index.html ,
Eventos da Área,WIE,Workshop de Informática na Escola,10,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=oRft04FzXroJ.2024,,,,,https://sol.sbc.org.br/index.php/wie/issue/archive
Eventos da Área,CLIHC,Latin American Conference on Human Computer Interaction,7,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=zMtc1kMzzzIJ.2024,,,,https://dblp.org/db/conf/clihc/index.html,
Eventos da Área,Jornadas HCI,Iberoamerican Workshop on Human-Computer Interaction,7,https://scholar.google.com/citations?hl=pt-BR&view_op=list_hcore&venue=xnl06E004lgJ.2024,HCI-COLLAB,,,https://dblp.org/db/conf/hci-collab/index.html,
Eventos da Área,,Computer on The Beach,5,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=blumkO6J_ywJ.2024,,,,,
Eventos da Área,SEMISH,Seminário Integrado de Software e Hardware,4,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=wGjmHjjfBacJ.2024,,,,,https://sol.sbc.org.br/index.php/semish/issue/archive
Eventos da Área,3DUI,IEEE Symposium on 3D User Interfaces,22,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22IEEE+Symposium+on+3D+User+Interfaces%22&btnG=,VR,IEEE Conference on Virtual Reality and 3D User Interfaces ,,https://dblp.org/db/conf/3dui/index.html / https://dblp.org/db/conf/vr/index.html,
Eventos da Área,HCOMP,AAAI Conference on Human Computation and Crowdsourcing,19,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22AAAI+Conference+on+Human+Computation+and+Crowdsourcing%22&btnG=,,,,https://dblp.org/db/conf/hcomp/index.html,
Eventos da Área,GI,Graphics Interface,16,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Graphics+Interface%22&btnG=,,,,https://dblp.org/db/conf/graphicsinterface/index.html,
Eventos da Área,TVX,ACM International Conference on Interactive Experiences for TV and Online Video,13,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22ACM+International+Conference+on+Interactive+Experiences+for+TV+and+Online+Video%22&btnG=,,,,https://dblp.org/db/conf/tvx/index.html,
Eventos da Área,ITS,ACM International Conference on Interactive Tabletops and Surfaces,12,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22ACM+International+Conference+on+Interactive+Tabletops+and+Surfaces%22&btnG=,,,,https://dblp.org/db/conf/tabletop/index.html,
Eventos da Área,PETRA,ACM International Conference on PErvasive Technologies Related to Assistive Environments ,11,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22ACM+International+Conference+on+PErvasive+Technologies+Related+to+Assistive+Environments+%22&btnG=,,,,https://dblp.org/db/conf/petra/index.html,
Eventos da Área,VISSOFT,IEEE Working Conference on Software Visualization,11,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22IEEE+Working+Conference+on+Software+Visualization%22&btnG=,,,,https://dblp.org/db/conf/vissoft/index.html,
Eventos da Área,BCS-HCI,Conference of the British Computer Society Human Computer Interaction Specialist Group,11,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Conference+of+the+British+Computer+Society+Human+Computer+Interaction+Specialist+Group%22&btnG=,,,,https://dblp.org/db/conf/bcshci/index.html,
Eventos da Área,ACE,International Conference on Advances in Computer Entertainment Technology,10,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22International+Conference+on+Advances+in+Computer+Entertainment+Technology%22&btnG=,,,,https://dblp.org/db/conf/ACMace/index.html,
Eventos da Área,SIGGRAPH,ACM International Conference on Computer Graphics and Interactive Techniques,9,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22ACM+International+Conference+on+Computer+Graphics+and+Interactive+Techniques%22&btnG=,,,,https://dblp.org/db/conf/siggraph/index.html,
Eventos da Área,DSAI,International Conference on Software Development for Enhancing Accessibility and Fighting Info-exclusion,8,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22International+Conference+on+Software+Development+for+Enhancing+Accessibility+and+Fighting+Info-exclusion%22&btnG=,,,,https://dblp.org/db/conf/dsai/index.html,
Eventos da Área,Eurohaptics,Eurohaptics,7,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Eurohaptics+%22&btnG=,,,,https://dblp.org/db/conf/eurohaptics/index.html,
Eventos da Área,CollabTech,International Conference on Collaboration Technologies and Social Computing,5,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22International+Conference+on+Collaboration+Technologies+and+Social+Computing%22&btnG=,CRIWG,Collaboration Technologies and Social Computing,,https://dblp.org/db/conf/collabtech/index.html,
Eventos da Área,AVI,Working Conference on Advanced Visual Interfaces ,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Working+Conference+on+Advanced+Visual+Interfaces%22&btnG=,,,,https://dblp.org/db/conf/avi/index.html,
Eventos da Área,ICISO,IFIP International Conference on Informatics and Semiotics in Organisations,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22IFIP+International+Conference+on+Informatics+and+Semiotics+in+Organisations%22&btnG=,,,,https://dblp.org/db/conf/iciso/index.html,
Eventos da Área,IHM,Conférence Francophone sur l’Interaction Homme-Machin,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Conf%C3%A9rence+Francophone+sur+l%E2%80%99Interaction+Homme-Machin%22&btnG=,,,,https://dblp.org/db/conf/ihm/index.html,
Eventos da Área,HT,ACM Conference on Hypertext and Social Media,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22ACM+Conference+on+Hypertext+and+Social+Media%22&btnG=,,,,https://dblp.org/db/conf/ht/index.html,
Eventos da Área,ACHI,International Conference on Advances in Computer-Human Interaction,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22International+Conference+on+Advances+in+Computer-Human+Interaction%22&btnG=,IARIA,,,https://dblp.org/db/conf/iaria/index.html,
Eventos da Área,WAIHCWS,Workshop sobre Aspectos da Interação Humano-Computador para a Web Social,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Workshop+sobre+Aspectos+da+Intera%C3%A7%C3%A3o+Humano-Computador+para+a+Web+Social%22&btnG=,,,,https://dblp.org/rec/conf/ihc/2017waihcws.html,https://sol.sbc.org.br/index.php/waihcws/issue/archive
Eventos da Área,CSBC,Congresso da Sociedade Brasileira de Computação,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Congresso+da+Sociedade+Brasileira+de+Computa%C3%A7%C3%A3o%22&btnG=,,,,,https://sol.sbc.org.br/index.php/csbc
Eventos da Área,HAPTICS,Conference and Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Conference+and+Symposium+on+Haptic+Interfaces+for+Virtual+Environment+and+Teleoperator+Systems%22&btnG=,,IEEE Haptics Symposium,,https://dblp.org/db/conf/haptics/index.html,
Eventos da Área,SustainIT,Conference on Sustainable Internet and ICT for Sustainability,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Conference+on+Sustainable+Internet+and+ICT+for+Sustainability%22&btnG=,,,,https://dblp.org/db/conf/ifip6-3/index.html,
Eventos da Área,EGOVIS,Electronic Government and the Information Systems Perspective,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Electronic+Government+and+the+Information+Systems+Perspective%22&btnG=,,,,https://dblp.org/db/conf/egovis/index.html,
Eventos da Área,LA-WEB,Latin American Web Congress,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Latin+American+Web+Congress%22&btnG=,,,,https://dblp.org/db/conf/la-web/index.html,
Eventos da Área,HCSE,International Working Conference on Human-Centered Software Engineering,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22International+Working+Conference+on+Human-Centered+Software+Engineering%22&btnG=,,,,https://dblp.org/db/conf/hcse/index.html,
Eventos da Área,i3D,Symposium on Interactive 3D Graphics and Games,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Symposium+on+Interactive+3D+Graphics+and+Games%22&btnG=,SI3D,,,https://dblp.org/db/conf/si3d/index.html,
Eventos da Área,AAATE,Association for the Advancement of Assistive Technology in Europe Conference,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Association+for+the+Advancement+of+Assistive+Technology+in+Europe+Conference%22&btnG=,,,,https://dblp.org/db/conf/aaate/index.html,
Eventos da Área,WEIHC,Workshop sobre Educação em IHC,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Workshop+sobre+Educa%C3%A7%C3%A3o+em+IHC%22&btnG=,,,,https://dblp.org/search?q=weihc ,https://sol.sbc.org.br/index.php/weihc/issue/archive
Eventos da Área,WIPLAY,Workshop sobre Interação e Pesquisa de Usuários no Desenvolvimento de Jogos,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Workshop+sobre+Intera%C3%A7%C3%A3o+e+Pesquisa+de+Usu%C3%A1rios+no+Desenvolvimento+de+Jogos%22&btnG=,,,,,https://sol.sbc.org.br/index.php/wiplay/issue/archive
Eventos da Área,WIDE,Workshop on Interactions with Human Experiences,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Workshop+on+Interactions+with+Human+Experiences%22&btnG=,,,,,https://sol.sbc.org.br/index.php/wide/issue/archive
Eventos da Área,CapaIHC,"Workshop CAPA - Culturas, Alteridades e Participações em IHC",0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Workshop+CAPA+-+Culturas%2C+Alteridades+e+Participa%C3%A7%C3%B5es+em+IHC%22&btnG=,,,,,https://sol.sbc.org.br/index.php/capaihc/issue/archive
Eventos da Área,ACM HT,ACM Hypertext Conference / Hipertext,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22ACM+Hypertext+Conference+%2F+Hipertext%22&btnG=,,,,https://dblp.org/db/conf/ht/index.html,
Eventos da Área,WASHES,"Workshop sobre Aspectos Sociais, Humanos e Econômicos de Software",0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Workshop+sobre+Aspectos+Sociais%2C+Humanos+e+Econ%C3%B4micos+de+Software%22&btnG=,,,,,https://sol.sbc.org.br/index.php/washes/issue/archive
Eventos da Área,USIHC,Congresso Internacional de Ergonomia e Usabilidade de Interfaces Humano Computador,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Congresso+Internacional+de+Ergonomia+e+Usabilidade+de+Interfaces+Humano+Computador%22&btnG=,,,,,
Eventos da Área,ABCIBER,Congresso Brasileiro de Pesquisadores em Cibercultura,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Congresso+Brasileiro+de+Pesquisadores+em+Cibercultura%22&btnG=,,,,,
Eventos da Área,CIDI,Congresso Internacional de Design da Informação,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Congresso+Internacional+de+Design+da+Informa%C3%A7%C3%A3o%22&btnG=,,,,,
Eventos da Área,UAHCI,International Conference Universal Access in Human-Computer Interaction,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22International+Conference+Universal+Access+in+Human-Computer+Interaction%22&btnG=,,,,,
Eventos da Área,IxDA,Interaction Latin America,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Interaction+Latin+America%22&btnG=,ILA,,,,
Eventos da Área,ISEA,International Symposium on Electronic /Emerging Art,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22International+Symposium+on+Electronic+%2FEmerging+Art%22&btnG=,,International Symposium on Electronic Arts,,,
Eventos da Área,IoTAAL,Workshop on Internet of Things for Ambient Assisted Living,0,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2020&as_yhi=2024&q=%22Workshop+on+Internet+of+Things+for+Ambient+Assisted+Living%22&btnG=,,,,,
