TOP,SIGLA,NOME,H5,GOOGLE METRICS LINK,Nova Sigla,Novo Nome,Nome Alternativo,Link da DBLP,Link da SOL
Top 20,ROBIO,IEEE International Conference on Robotics and Biomimetics,18,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=bcF8fuNAeawJ.2020,,,,,
Top 20,BioRob,IEEE RAS & EMBS International Conference on Biomedical Robotics and Biomechatronics,17,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=mll7l7Q4NakJ.2020,,,,,
Top 20,WAFR,Workshop on the Algorithmic Foundations of Robotics,16,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=k40T75326PgJ.2020,,,,,
Top 20,ROBOCUP,RoboCup - Robocup International Symposium,15,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=KMzWyzFUAoQJ.2020,,,,,
Top 20,ISER,International Symposium on Experimental Robotics,14,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=ke1g66ZJCWoJ.2020,,,,,
Top 20,SBR/LARS,Latin American Robotics Symposium,11,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=JUcVqGhEKJsJ.2020,,,,,
Eventos da Área,ACC,American Control Conference,41,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=tgZe9odv5lUJ.2020,,,,,
Eventos da Área,CDC,IEEE Conference on Decision and Control,40,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=1dJxuEkKfpEJ.2020,,,,,
Eventos da Área,ETFA,IEEE International Conference on Emerging Technologies and Factory Automation,28,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=oGDa9y0RKw8J.2020,,,,,
Eventos da Área,ECC,European Control Conference,27,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=uyMX5yvvkyoJ.2020,,,,,
Eventos da Área,IECON,Annual Conference of the IEEE Industrial Electronics Society,26,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=j7dS7aP2eTEJ.2020,,,,,
Eventos da Área,FUSION,International Conference on Information Fusion,25,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=eAoE06EVARcJ.2020,,,,,
Eventos da Área,INDIN,IEEE International Conference on Industrial Informatics,22,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=IRnEg4i2mP4J.2020,,,,,
Eventos da Área,ISIE,IEEE International Symposium on Industrial Electronics,19,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=nvZjR0BHub4J.2020,,,,,
Eventos da Área,MED,Mediterranean Conference on Control and Automation,19,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=GCpVsRNBp7cJ.2020,,,,,
Eventos da Área,MVA,International Conference on Machine Vision Applications,19,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=5GsHps3NV78J.2020,,,,,
Eventos da Área,ICMA,IEEE International Conference on Mechatronics and Automation,17,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=jeVF5tN0JH4J.2020,,,,,
Eventos da Área,AIM,IEEE/ASME International Conference on Advanced Intelligent Mechatronics,17,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=vvYv-MYYfD0J.2020,,,,,
Eventos da Área,MMAR,International Conference on Methods and Models in Automation and Robotics,16,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=YI-90EccamMJ.2020,,,,,
Eventos da Área,ICARSC,IEEE International Conference on Autonomous Robot Systems and Competitions,15,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=heT8SiJEaWsJ.2020,,,,,
Eventos da Área,CRV,Canadian Conference on Computer and Robot Vision,15,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=F-LopY4ucWMJ.2020,,,,,
Eventos da Área,HAPTICS,IEEE Haptics Symposium ,14,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=OgfFzjmc8_gJ.2020,,,,,
Eventos da Área,ICINCO,"International Conference on Informatics in Control, Automation and Robotics",14,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=hedKTD2-CbAJ.2020,,,,,
Eventos da Área,ICCAR,"International Conference on Control, Automation and Robotics",14,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=VHOTIHOcvjcJ.2020,,,,,
Eventos da Área,ICIRA,International Conference on Intelligent Robotics and Applications,14,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=zwftP5XWkKIJ.2020,,,,,
Eventos da Área,ICARA,"International Conference on Automation, Robotics and Applications",14,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=Pbr-U05RvUoJ.2020,,,,,
Eventos da Área,ICARCV,"International Conference on Control, Automation, Robotics and Vision",13,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=b6kmtyBpsCcJ.2020,,,,,
Eventos da Área,MFI,IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems,13,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=MbouORldYUUJ.2020,,,,,
Eventos da Área,SII,IEEE/SICE International Symposium on System Integration,13,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=fNsEtErxZiIJ.2020,,,,,
Eventos da Área,IRC,IEEE International Conference on Robotic Computing,13,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=X5iIIuMWM_8J.2020,,,,,
Eventos da Área,UR,International Conference on Ubiquitous Robots and Ambient Intelligence,13,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=cTek1BiAOX4J.2020,,,,,
Eventos da Área,ROBOT,Iberian Robotics Conference,13,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=QJsHI8scVfoJ.2020,,,,,
Eventos da Área,ICCA,IEEE International Conference on Control and Automation,12,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=3EfEMUAKK7wJ.2020,,,,,
Eventos da Área,RCAR,IEEE International Conference on Real-time Computing and Robotics,12,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=LLCdED38YXkJ.2020,,,,,
Eventos da Área,TAROS,Towards Autonomous Robotics Systems,12,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=3_Q6Rsb1TloJ.2020,,,,,
Eventos da Área,RoboSoft,IEEE International Conference on Soft Robotics,,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=ozuU4D3JRbUJ.2020,,,,,
Eventos da Área,RoMoCo,International Workshop on Robot Motion and Control,11,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=a7sB4asTg0EJ.2020,,,,,
Eventos da Área,ARSO,IEEE Workshop on Advanced Robotics and its Social Impacts (ARSO),10,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=MHGPX0ifa6MJ.2020,,,,,
Eventos da Área,ICARM,International Conference on Advanced Robotics and Mechatronics,9,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=2ZThoUFv558J.2020,,,,,
Eventos da Área,RITA,International Conference on Robot Intelligence Technology and Applications,8,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=Tct1hCSnseoJ.2020,,,,,
Eventos da Área,OCEAN,IEEE Oceans Conference,7,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=gefgzKCl3_0J.2020,,,,,
Eventos da Área,ACIRS,Asia-Pacific Conference on Intelligent Robot Systems,7,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=dQMJcSWIFtgJ.2020,,,,,
Eventos da Área,ICRAE,International Conference on Robotics and Automation Engineering,7,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=U0jXyBJv17EJ.2020,,,,,
Eventos da Área,CBS,IEEE International Conference on Cyborg and Bionic Systems,4,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=o5Mc40u6CcYJ.2020,,,,,
Eventos da Área,ISR,IEEE International Conference on Intelligence and Safety for Robotics,4,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=CVpdLFbXIAIJ.2020,,,,,
Eventos da Área,IFAC,IFAC - World Congress of the International Federation of Automatic Control,,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=pq9AC66DKAMJ.2020,,,,,
Eventos da Área,SBAI,Simpósio Brasileiro de Automação Inteligente,,,,,,,
Eventos da Área,CBA,Congresso Brasileiro de Automática,,,,,,,
Eventos da Área,BRASERO,Brazilian Workshop on Service Robotics,,,,,,,
Eventos da Área,BRAHUR,Brazilian Humanoid Robot Workshop,,,,,,,
Eventos da Área,FSR,Conference on Field and Service Robotics,,,,,,,
Eventos da Área,DARS,International Symposium on Distributed Autonomous Robotic Systems,,,,,,,
Eventos da Área,ISAM,IEEE International Symposium on Assembly and Manufacturing,,,,,,,
Eventos da Área,SIMPAR,"IEEE International Conference on Simulation, Modeling, and Programming for Autonomous Robots",,,,,,,
Eventos da Área,RAHA,IEEE Internacional Conference on Robotics and Automation for Humanitarian Applications,,,,,,,
Eventos da Área,ROSE,IEEE International Symposium on Robotic and Sensors Environments,,,,,,,
Eventos da Área,ISMCR,International Symposium on Measurement and Control in Robotics,,,,,,,
Eventos da Área,MRS,International Symposium on Multi-Robot and Multi-Agent Systems,,,,,,,
Eventos da Área,WRC,World Robot Conference,,,,,,,
Eventos da Área,ICMCR,"International Conference on Mechatronics, Control and Robotics",,,,,,,
Eventos da Área,ACRA,Australasian Conference on Robotics and Automation,,,,,,,
Eventos da Área,WHC,Australasian Conference on Robotics and Automation,,,,,,,
Eventos da Área,IAV,IFAC Symposium on Intelligent Autonomous Vehicles,,,,,,,
Eventos da Área,ICAROB,International Conference on Artificial Life and Robotics,,,,,,,
Eventos da Área,ISMR,International Symposium on Medical Robotics,,,,,,,
Eventos da Área,MNR,Mostra Nacional de Robótica,,,,,,,
Eventos da Área,ICDL-EpiRob,IEEE International Conference on Development and Learning and Epigenetic Robotics,,,,,,,
