TOP,SIGLA,NOME,H5,GOOGLE METRICS LINK,Nova Sigla,Novo Nome,Nome Alternativo,Link da DBLP,Link da SOL
Top 10,EuroVis,EG/VGTC Conference on Visualization,17,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2019&q=source%3A+Eurographics+source%3A+Conference+source%3A+on+source%3A+Visualization&btnG=,,,,https://dblp.org/db/conf/vissym/index.html,
Top 10,CVPRW,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,115,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=ihIDe6biV1gJ.2024,,,,https://dblp.org/db/conf/cvpr/cvprw2024.html,
Top 10,ICCVW,IEEE International Conference on Computer Vision Workshops (ICCVW),80,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=1h7Rot6-J5EJ.2024,,,,https://dblp.org/db/conf/iccvw/iccvw2021.html,
Top 10,PacificVis,IEEE Pacific Visualization Symposium,19,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=eyKsRVMpGxgJ.2024,,,,https://dblp.org/db/conf/pacificvis/index.html,
Eventos da Área,CVPR,IEEE Conference on Computer Vision and Pattern Recognition,440,https://scholar.google.com/citations?hl=en&vq=eng&view_op=list_hcore&venue=FXe-a9w0eycJ.2024,,,,https://dblp.org/db/conf/cvpr/index.html,
Eventos da Área,NeurIPS,Neural Information Processing Systems,337,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=6SgK_Z8h2_wJ.2024,,,,https://dblp.org/db/conf/nips/index.html,
Eventos da Área,ICLR,International Conference on Learning Representations,304,https://scholar.google.com/citations?hl=en&vq=eng&view_op=list_hcore&venue=0032SoU2xY4J.2024,,,,https://dblp.org/db/conf/iclr/index.html,
Eventos da Área,ICCV,IEEE International Conference on Computer Vision,291,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=Umlb1kMURG4J.2024,,,,https://dblp.org/db/conf/iccv/index.html,
Eventos da Área,ICML,International Conference on Machine Learning,268,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=wL2oxc9mT4YJ.2024,,,,https://dblp.org/db/conf/icml/index.html,
Eventos da Área,AAAI,AAAI Conference on Artificial Intelligence,220,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=PV9sQN5dnPsJ.2024,,,,https://dblp.org/db/conf/aaai/index.html,
Eventos da Área,ECCV,European Conference on Computer Vision,206,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=cwIh2C-xo8kJ.2024,,,,https://dblp.org/db/conf/eccv/index.html,
Eventos da Área,IJCAI,International Joint Conference on Artificial Intelligence,136,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=4HxsSu0PUdYJ.2024,,,,https://dblp.org/db/conf/ijcai/index.html,
Eventos da Área,ICASSP,"IEEE International Conference on Acoustics, Speech and Signal Processing",129,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=HHC6AUo36fEJ.2024,,,,https://dblp.org/db/conf/icassp/index.html,
Eventos da Área,ICRA,IEEE International Conference on Robotics and Automation,122,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=Z88T8Kej-9oJ.2024,,,,https://dblp.org/db/conf/icra/index.html,
Eventos da Área,INTERSPEECH,Conference of the International Speech Communication Association,111,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=ssdQ_yPkyjAJ.2024,,,,https://dblp.org/db/conf/interspeech/index.html,
Eventos da Área,WACV,Winter Conference on Applications of Computer Vision,109,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=uo-zCIky-iEJ.2024,,,,https://dblp.org/db/conf/wacv/index.html,
Eventos da Área,ACM Multimedia,ACM International Conference on Multimedia,101,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=vKMrxyJUpv0J.2024,,,,https://dblp.org/db/conf/mm/index.html,
Eventos da Área,MICCAI,Medical Image Computing and Computer Assisted Intervention,96,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=QLpioUFGyGMJ.2024,,,,https://dblp.org/db/conf/miccai/index.html,
Eventos da Área,CEC,IEEE Congress on Evolutionary Computation,89,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=ThxTsNVxvT8J.2024,,,,https://dblp.org/db/conf/cec/index.html,
Eventos da Área,IROS,IEEE/RSJ International Conference on Intelligent Robots and Systems,86,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=QZ31s4XlF8EJ.2024,,,,https://dblp.org/db/conf/iros/index.html,
Eventos da Área,ICIP,IEEE International Conference on Image Processing,66,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=a9ZSGA40nccJ.2024,,,,https://dblp.org/db/conf/icip/index.html,
Eventos da Área,BMVC,British Machine Vision Conference,65,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=T_DfB2ikUbwJ.2024,,,,https://dblp.org/db/conf/bmvc/index.html,
Eventos da Área,IJCNN,International Joint Conference on Neural Networks,64,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=-t1SY74YlYcJ.2024,,,,https://dblp.org/db/conf/ijcnn/index.html,
Eventos da Área,ICPR,International Conference on Pattern Recognition,56,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=cVHg_1PrXPkJ.2024,,,,https://dblp.org/db/conf/icpr/index.html,
Eventos da Área,ITSC,IEEE Intelligent Transportation Systems Conference,55,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=F_tKvHBbkU8J.2024,,,,https://dblp.org/db/conf/itsc/index.html,
Eventos da Área,ISBI,IEEE International Symposium on Biomedical Imaging,53,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=BvOzx47YdqIJ.2024,,,,https://dblp.org/db/conf/isbi/index.html,
Eventos da Área,3DV,International Conference on 3D Vision,51,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=_QeiDtrgUSoJ.2024,,,,https://dblp.org/db/conf/3dim/index.html,
Eventos da Área,ICDAR,International Conference on Document Analysis and Recognition,50,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=HF-0Hiax7t8J.2024,,,,https://dblp.org/db/conf/icdar/index.html,
Eventos da Área,EMBC,International Conference of the IEEE Engineering in Medicine and Biology Society,48,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=la0gAKbHmIkJ.2024,,,,https://dblp.org/db/conf/embc/index.html,
Eventos da Área,GECCO,Conference on Genetic and Evolutionary Computation,47,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=pQVER_ii7sMJ.2024,,,,https://dblp.org/db/conf/gecco/index.html,
Eventos da Área,VTC,IEEE Vehicular Technology Conference,46,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=Y0aL1yWCdxkJ.2024,,,,https://dblp.org/db/conf/vtc/index.html,
Eventos da Área,ICME,IEEE International Conference on Multimedia and Expo,46,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=xYXdFLRJbCMJ.2024,,,,https://dblp.org/db/conf/icmcs/index.html,
Eventos da Área,FG,IEEE International Conference on Automatic Face & Gesture Recognition,43,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=tOKomDtxujwJ.2024,,,,https://dblp.org/db/conf/fgr/index.html,
Eventos da Área,IGARSS,IEEE International Geoscience and Remote Sensing Symposium,40,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=D2xvUFgEEJEJ.2024,,,,https://dblp.org/db/conf/igarss/index.html,
Eventos da Área,ACCV,Asian Conference on Computer Vision,39,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=C6G2a_KY88AJ.2024,,,,https://dblp.org/db/conf/accv/index.html,
Eventos da Área,EUSIPCO,European Signal Processing Conference,36,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=oJ-ZYoNCyCQJ.2024,,,,https://dblp.org/db/conf/eusipco/index.html,
Eventos da Área,ICMLA,IEEE International Conference on Machine Learning and Applications,35,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=jv1gvzv4-LgJ.2024,,,,https://dblp.org/db/conf/icmla/index.html,
Eventos da Área,MVA,International Conference on Machine Vision Applications,35,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=jv1gvzv4-LgJ.2024,,,,https://dblp.org/db/conf/mva/index.html,
Eventos da Área,SMC,"IEEE International Conference on Systems, Man and Cybernetics",35,https://scholar.google.com/citations?hl=pt-BR&view_op=list_hcore&venue=qJlcVei6YeoJ.2024,,,,https://dblp.org/db/conf/smc/index.html,
Eventos da Área,ICMR,ACM International Conference on Multimedia Retrieval,34,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=_3Q9NfFmueMJ.2024,,,,https://dblp.org/db/conf/mir/index.html,
Eventos da Área,BTAS,IEEE International Conference on Biometrics: Theory Applications and Systems,32,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=FetF6O7LEY8J.2024,,,,https://dblp.org/db/conf/btas/index.html,
Eventos da Área,VISAPP,International Conference on Computer Vision Theory and Applications,31,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=ljGmmUmHfUwJ.2024,,,,https://dblp.org/db/conf/visapp/index.html,
Eventos da Área,ICTAI,IEEE International Conference on Tools with Artificial Intelligence,28,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=7SUUxQF2w2cJ.2024,,,,https://dblp.org/db/conf/ictai/index.html,
Eventos da Área,VRST,ACM Symposium on Virtual Reality Software and Technology,26,https://scholar.google.com/citations?hl=en&view_op=search_venues&vq=ACM+Symposium+on+Virtual+Reality+Software+and+Technology&btnG=,,,,https://dblp.org/db/conf/vrst/index.html,
Eventos da Área,AVSS,IEEE International Conference on Advanced Video and Signal-Based Surveillance,23,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=lj8GV_9F0b8J.2024,,,,https://dblp.org/db/conf/avss/index.html,
Eventos da Área,IVA,ACM INTERNATIONAL CONFERENCE ON INTELLIGENT VIRTUAL AGENTS,23,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=Zy6oN9uVoooJ.2024,,,,https://dblp.org/db/conf/iva/index.html,
Eventos da Área,BIGMM,IEEE International Conference on Multimedia Big Data,22,https://scholar.google.com/citations?hl=pt-BR&view_op=list_hcore&venue=et6XnSIzrWkJ.2024,,,,https://dblp.org/db/conf/bigmm/index.html,
Eventos da Área,WIFS,IEEE International Workshop on Information Forensics and Security,21,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=mvVvdS_cvHIJ.2024,,,,https://dblp.org/db/conf/wifs/index.html,
Eventos da Área,SPIE Conferences,Proceedings of Spie--the International Society for Optical Engineering,21,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=NKnvW5mBMQcJ.2024,,,,,
Eventos da Área,DICTA,International Conference on Digital Image Computing Techniques and Applications,20,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=d1tCC6BVFa8J.2024,,,,https://dblp.org/db/conf/dicta/index.html,
Eventos da Área,ESANN,European Symposium on Artificial Neural Networks,18,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=G2W6LcMuSNwJ.2024,,,,https://dblp.org/db/conf/esann/index.html,
Eventos da Área,ISVC,International Symposium on Visual Computing,18,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=gkPBkimMWRYJ.2024,,,,https://dblp.org/db/conf/isvc/index.html,
Eventos da Área,IRMMW-THZ,"International Conference on Infrared, Millimeter and Terahertz Waves",18,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=yfyE0T8aCnwJ.2024,,,,,
Eventos da Área,IEEE IST,IEEE International Workshop on Imaging Systems and Techniques,17,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=Q_PhJS0hr7sJ.2024,,,,https://dblp.org/db/conf/ist/index.html,
Eventos da Área,MIG,ACM Siggraph Conference on Motion in Games,17,https://scholar.google.com/citations?hl=pt-BR&view_op=list_hcore&venue=hz1-DUbSgGcJ.2024,,,,https://dblp.org/db/conf/mig/index.html,
Eventos da Área,CASA,Conference on Computer Animation and Social Agents,17,https://scholar.google.com.br/citations?hl=pt-BR&view_op=search_venues&vq=%22computer+Animation+and+virtual%22&btnG=,,,,https://dblp.org/db/conf/ca/index.html,
Eventos da Área,WHISPERS,Workshop on Hyperspectral Imaging and Signal Processing: Evolution in Remote Sensing,17,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=b0D8OCdsIgcJ.2024,,,,https://dblp.org/db/conf/whispers/index.html,
Eventos da Área,ISM,IEEE International Symposium on Multimedia,16,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2019&q=source%3Ainternational+source%3Asymposium+source%3Amultimedia&btnG=,,,,https://dblp.org/db/conf/ism/index.html,
Eventos da Área,CBMI,International Workshop on Content-Based Multimedia Indexing,15,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=nZ1bm2kqGmUJ.2024,,,,https://dblp.org/db/conf/cbmi/index.html,
Eventos da Área,ESGSR,Eurographics Symposium on Rendering,15,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2019&q=Eurographics+Symposium+on+Rendering&btnG=2024,,,,https://dblp.org/db/conf/rt/index.html,
Eventos da Área,SBR,Brazilian Symposium on Robotics,14,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2019&q=source%3ABrazilian+source%3ASymposium+source%3Aon+source%3ARobotics&btnG=2024,,,,,
Eventos da Área,LARS,Latin American Robotics Symposium,14,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2019&as_yhi=2024&as_vis=1&q=source%3ALatin+source%3AAmerican+source%3ARobotics+source%3ASymposium&btnG=2024,,,,https://dblp.org/db/conf/larc/index.html,
Eventos da Área,FIMH,Functional Imaging and Modeling of the Heart,13,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=eU_EdGdJ0VwJ.2024,,,,https://dblp.org/db/conf/fimh/index.html,
Eventos da Área,ICDIP,International Conference on Digital Image Processing,11,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=Zv1cF-tcqjsJ.2024,,,,https://dblp.org/db/conf/icdip/index.html,
Eventos da Área,SIPAIM,International Symposium on Medical Information Processing and Analysis,11,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=fY1OH_qEjxwJ.2024,,,,https://dblp.org/db/conf/sipaim/index.html,
Eventos da Área,ACIVS,Advanced Concepts for Intelligent Vision Systems,6,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2019&q=source%3A+Advanced+source%3AConcepts+source%3AIntelligent+source%3AVision+source%3ASystems&btnG=,,,,https://dblp.org/db/conf/acivs/index.html,
Eventos da Área,CGVCVIP,"International Conference on Computer Graphics, Visualization, Computer Vision and Image Processing",6,https://scholar.google.com/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2018&q=source%3AInternational+source%3AConference+source%3AComputer+source%3AGraphics+source%3AVisualization+source%3AComputer+source%3AVision+source%3AImage+source%3AProcessing&btnG=,,,,,
Eventos da Área,MLDM,Machine Learning and Data Mining in Pattern Recognition,,,,,,https://dblp.org/db/conf/mldm/index.html,
Eventos da Área,GI,Graphics Interface,,,,,,https://dblp.org/db/conf/graphicsinterface/index.html,
Eventos da Área,ICPRAM,International Conference on Pattern Recognition Applications and Methods,21,https://scholar.google.com.br/scholar?hl=pt-BR&as_sdt=0%2C5&as_ylo=2019&as_yhi=2024&as_vis=1&q=source%3AInternational+source%3AConference+source%3Aon++source%3APattern+source%3ARecognition+source%3AApplications+source%3Aand+source%3AMethods&btnG=,,,,https://dblp.org/db/conf/icpram/index.html ,
Eventos da Área,EPIA,Portuguese Conference on Artificial Intelligence,16,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=SDrbTPLn2T0J.2024 ,,,,https://dblp.org/db/conf/epia/index.html ,
