TOP,SIGLA,NOME,H5,GOOGLE METRICS LINK,Nova Sigla,Novo Nome,Nome Alternativo,Link da DBLP,Link da SOL
Top 20,ICCPS,International Conference on Cyber-Physical Systems,23,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=GtwA7m_XqZUJ.2024,,,"ACM/IEEE International Conference on Cyber-Physical Systems, ICCPS 2024",https://dblp.org/db/conf/iccps/index.html,
Top 20,ISVLSI,IEEE Computer Society Annual Symposium on VLSI,22,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=YnM0PRNMjrsJ.2024,,,,https://dblp.org/db/conf/isvlsi/index.html,
Top 20,INDIN,IEEE International Conference on Industrial Informatics,21,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=IRnEg4i2mP4J.2024,,,,https://dblp.org/db/conf/indin/index.html,
Top 20,ICCD,International Conference on Computer Design,21,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=gt4MHCWp_ckJ.2024,,,IEEE International Conference on Computer Design,https://dblp.org/db/conf/iccd/index.html,
Top 20,DSD,"Euromicro Conference on Digital System Design, Architectures, Methods and Tools",18,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=42wcJhr2yF0J.2024,,,,https://dblp.org/db/conf/dsd/index.html,
Top 20,RTCSA,International Conference on Embedded and Real-Time Computing Systems and Applications,13,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=Mb3P41xz9HIJ.2024,,,IEEE International Conference on Embedded and Real-Time Computing Systems and Applications,https://dblp.org/db/conf/rtcsa/index.html,
Top 20,ISORC,IEEE International Symposium on RealTime Distributed Computing,12,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=BsXPy-a3od0J.2024,,,International Symposium on Object-Oriented Real-Time Distributed Computing,https://dblp.org/db/conf/isorc/index.html,
Eventos da Área,INFOCOM,IEEE International Conference on Computer Communications,80,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=JMgzZsGYu14J.2024,,,,https://dblp.org/db/conf/infocom/index.html,
Eventos da Área,ICC,IEEE International Conference on Communications,76,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=RIbmH16J7yoJ.2024,,,,https://dblp.org/db/conf/icc/index.html,
Eventos da Área,ASPLOS,International Conference on Architectural Support for Programming Languages and Operating Systems,71,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=KlkFB9T8yJEJ.2024,,,,https://dblp.org/db/conf/asplos/index.html,
Eventos da Área,ISCAS,IEEE International Symposium on Circuits and Systems,39,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=V91jHpOGqs0J.2024,,,,https://dblp.org/db/conf/iscas/index.html,
Eventos da Área,DSN,Annual IEEE/IFIP International Conference on Dependable Systems and Networks,37,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=MVYbyyKMpToJ.2024,,,,https://dblp.org/db/conf/dsn/index.html,
Eventos da Área,SMC,"IEEE International Conference on Systems, Man and Cybernetics",35,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=qJlcVei6YeoJ.2024,,,,https://dblp.org/db/conf/smc/index.html,
Eventos da Área,IFAC,World Congress of the International Federation of Automatic Control,29,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=bIF9l832asoJ.2019,,,,,
Eventos da Área,CASE,IEEE Conference on Automation Science and Engineering,29,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=iJOqTiZA0TgJ.2024,,,,https://dblp.org/db/conf/case/index.html,
Eventos da Área,IECON,Annual Conference of the IEEE Industrial Electronics Society,28,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=j7dS7aP2eTEJ.2024,,,,https://dblp.org/db/conf/iecon/index.html,
Eventos da Área,ISCC,International Symposium on Computers and Communications,26,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=0jK8bHjCH68J.2024,,,IEEE Symposium on Computers and Communications,https://dblp.org/db/conf/iscc/index.html,
Eventos da Área,WCNC,IEEE Wireless Communications and Networking Conference,,,,,,https://dblp.org/db/conf/wcnc/index.html,
Eventos da Área,ICPE,International Conference on Performance Engineering,23,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=nS824tflG3QJ.2024,,,ACM/SPEC International Conference on Performance Engineering,https://dblp.org/db/conf/wosp/index.html,
Eventos da Área,ISIE,IEEE International Symposium on Industrial Electronics,22,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=nvZjR0BHub4J.2024,,,,https://dblp.org/db/conf/isie/index.html,
Eventos da Área,Middleware,International Middleware Conference,22,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=NA4iP0Rm0toJ.2024,,,,https://dblp.org/db/conf/middleware/index.html,
Eventos da Área,ICIIECS,"International Conference on Innovations in Information, Embedded and Communication Systems",21,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=j_CZ9hAXkzIJ.2022,,,,,
Eventos da Área,ASAP,"IEEE International Conference on Application-specific Systems, Architectures and Processors",20,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=8awDgn_OhGYJ.2024,,,,https://dblp.org/db/conf/asap/index.html,
Eventos da Área,ICSPCEC,"International Conference on Signal Processing, Communication, Power and Embedded System",18,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=tS8iHNcH760J.2021,,,,,
Eventos da Área,ICT,International Conference on Telecommunications,18,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=rka9NFgR5UwJ.2024,,,IEEE International Conference on Telecommunications,https://dblp.org/db/conf/ict/index.html,
Eventos da Área,ICECS,"IEEE International Conference on Electronics, Circuits and Systems",18,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=9Io6PPD79ysJ.2024,,,,https://dblp.org/db/conf/icecsys/index.html,
Eventos da Área,WFCS,IEEE World Conference on Factory Communication Systems,15,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=UpYWQKAQb9IJ.2024,,,,https://dblp.org/db/conf/wfcs/index.html,
Eventos da Área,DS-RT,IEEE/ACM International Symposium on Distributed Simulation and Real-Time Applications,14,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=JO6ZL899IMAJ.2024,,,,https://dblp.org/db/conf/dsrt/index.html,
Eventos da Área,RCAR,IEEE International Conference on Real-time Computing and Robotics,14,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=LLCdED38YXkJ.2024,,,,https://dblp.org/db/conf/rcar/index.html,
Eventos da Área,ARC,International Symposium on Applied Reconfigurable Computing,13,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=YfOo-Q2IJm8J.2024,,,Applied Reconfigurable Computing,https://dblp.org/db/conf/arc/index.html,
Eventos da Área,VLSI-SOC,IEEE/IFIP International Conference on VLSI and System-on-Chip ,13,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=0lu0mPyqVXAJ.2024,,,,https://dblp.org/db/conf/vlsi/index.html,
Eventos da Área,SIES,International Symposium on Industrial Embedded Systems,12,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=DCw_w5dKpBoJ.2020,,,,https://dblp.org/db/conf/sies/index.html,
Eventos da Área,MESA,IEEE/ASME International Conference on Mechatronic and Embedded Systems and Applications,12,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=th--Q8zFP48J.2021,,,,https://dblp.org/db/conf/mesa/index.html,
Eventos da Área,DRCN,International Conference on the Design of Reliable Communication Networks,12,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=9giM3hX1gGgJ.2024,,,,https://dblp.org/db/conf/drcn/index.html,
Eventos da Área,SAMOS,"International Conference on Embedded Computer Systems: Architecture, Modeling and Informatics",11,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=6GMyv-BpYgwJ.2024,,,,https://dblp.org/db/conf/samos/index.html,
Eventos da Área,MCSoC,International Symposium on Embedded Multicore/Many-core Systems-on-Chip,11,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=cNDfl82p1FwJ.2024,,,,https://dblp.org/db/conf/mcsoc/index.html,
Eventos da Área,RECOSOC,International Symposium on Reconfigurable Communication-centric Systems-on-Chip,10,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=z8sUAB07Au0J.2020,,,,https://dblp.org/db/conf/recosoc/index.html,
Eventos da Área,ARCS,International Conference on Architecture of Computing Systems,8,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=0iDRKaj8G38J.2024,,,,https://dblp.org/db/conf/arcs/index.html,
Eventos da Área,PECCS,Pervasive and Embedded Computing and Communication Systems,7,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=kG0dCDBKbysJ.2020,,,,https://dblp.org/db/conf/peccs/index.html,
Eventos da Área,ICOMPWC,International Conference on Internet Computing and Internet of Things,,,ICOMP,,,,
Eventos da Área,RTIS,International Conference on Real Time Intelligent Systems,6,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=RIIA6l-Mlx0J.2021,,,,,
Eventos da Área,EUC,IEEE/IFIP International Conferences on Embedded and Ubiquitous Computing,,https://dblp.uni-trier.de/db/conf/euc/,,,,https://dblp.uni-trier.de/db/conf/euc/,
Eventos da Área,IESS,IFIP International Embedded Systems Symposium,,https://dblp.uni-trier.de/db/conf/iess/,,,,https://dblp.uni-trier.de/db/conf/iess/,
Eventos da Área,LCTRTS,"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Real-Time Systems",,https://dblp.uni-trier.de/db/conf/lctrts/,,,,https://dblp.uni-trier.de/db/conf/lctrts/,
Eventos da Área,LCTES,"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Embedded Systems",,,,,,,
Eventos da Área,PDES,IFAC International Conference on Programmable Devices and Embedded Systems,,https://dblp.uni-trier.de/db/conf/pdes/,,,,https://dblp.uni-trier.de/db/conf/pdes/,
Eventos da Área,RSP,IEEE International Symposium on Rapid System Prototyping,,https://dblp.uni-trier.de/db/conf/rsp/,,,,https://dblp.uni-trier.de/db/conf/rsp/,
