TOP,SIGLA,NOME,H5,GOOGLE METRICS LINK,Nova Sigla,Novo Nome,Nome Alternativo,Link da DBLP,Link da SOL
Top 20,SLE,ACM SIGPLAN International Conference on Software Language Engineering,12,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=gvR2lhvj3awJ.2023,,,,https://dblp.uni-trier.de/db/conf/sle/index.html,
Top 20,LCTES,"Languages, Compilers, and Tools for Embedded Systems",9,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Languages%2C+Compilers%2C+and+Tools+for+Embedded+Systems&as_ylo=2020&as_yhi=2024&hl=pt-BR&as_sdt=0%2C5,,,,https://dblp.uni-trier.de/db/conf/lctrts/index.html,
Top 20,GPCE,Generative Programming: Concepts and Experiences,10,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Generative+Programming%3A+Concepts+and+Experiences&as_ylo=2020&as_yhi=2024&hl=pt-BR&as_sdt=0%2C5,,,,https://dblp.uni-trier.de/db/conf/gpce/index.html,
Top 20,ISMM,International Symposium on Memory Management,13,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=gOjRemocSxMJ.2020,,,,https://dblp.uni-trier.de/db/conf/iwmm/index.html,
Top 20,CPP,ACM Symposium on Certified Programs and Proofs,20,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=kLPk-HmRGuYJ.2024,,,,https://dblp.uni-trier.de/db/conf/cpp/index.html,
Top 20,PPDP,International  Symposium on Principles and Practice of Declarative Programming,10,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=ktOuQEhO-mwJ.2022,,,,https://dblp.uni-trier.de/db/conf/ppdp/index.html,
Top 20,SAS,Static Analysis Symposium,14,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=uB4PZkdP_ikJ.2024,,,,https://dblp.uni-trier.de/db/conf/sas/index.html,
Top 20,SCAM,IEEE International Working Conference on Source Code Analysis and Manipulation,15,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=m0WHmETFb4sJ.2024,,,,https://dblp.uni-trier.de/db/conf/scam/index.html,
Top 20,VEE,International Conference on Virtual Execution Environments,12,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Virtual+Execution+Environments&as_ylo=2020&as_yhi=2024&hl=pt-BR&as_sdt=0%2C5,,,,https://dblp.uni-trier.de/db/conf/vee/index.html,
Top 20,ASPLOS,International Conference on Architectural Support for Programming Languages and Operating Systems,71,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=KlkFB9T8yJEJ.2024,,,,https://dblp.uni-trier.de/db/conf/asplos/index.html,
Eventos da Área,HS,Haskell Symposium,7,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Haskell+Symposium&as_ylo=2020&as_yhi=2024&hl=pt-BR&as_sdt=0%2C5#d=gs_asd&t=1730905083099,,,,https://dblp.uni-trier.de/db/conf/haskell/index.html,
Eventos da Área,APLAS,Asian Symposium on Programming Languages and Systems,13,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=dHznF5bq130J.2022,,,,https://dblp.uni-trier.de/db/conf/aplas/index.html,
Eventos da Área,<Programming>,"International Conference on the Art, Science, and Engineering of Programming",8,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+the+Art%2C+Science%2C+and+Engineering+of+Programming&as_ylo=2020&as_yhi=2024&hl=pt-BR&as_sdt=0%2C5,,,,https://dblp.uni-trier.de/db/conf/programming/index.html,
Eventos da Área,Onward!,Onward!,10,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=ACM+SIGPLAN+International+Symposium+on+New+Ideas%2C+New+Paradigms%2C+and+Reflections+on+Programming+and+Software&as_ylo=2020&as_yhi=2024&hl=pt-BR&as_sdt=0%2C5,,,,https://dblp.uni-trier.de/db/conf/onward/index.html,
Eventos da Área,DLS,Dynamic Languages Symposium,6,"https://scholar.google.com/scholar?start=0&q=source:Dynamic+source:Languages+source:Symposium+source:on&hl=pt-BR&as_sdt=0,5&as_ylo=2014&as_yhi=2018",,,,https://dblp.uni-trier.de/db/conf/dls/index.html,
Eventos da Área,SCOPES,Software and Compilers for Embedded Systems,11,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Dynamic+Languages+Symposium&as_ylo=2020&as_yhi=2024&hl=pt-BR&as_sdt=0%2C5,,,,https://dblp.uni-trier.de/db/conf/scopes/index.html,
Eventos da Área,CASES,"Conference on Compilers, Architectures and Synthesis for Embedded Systems",4,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Compilers%2C+Architecture%2C+and+Synthesis+for+Embedded+Systems&as_ylo=2020&as_yhi=2024&hl=pt-BR&as_sdt=0%2C5,,,,https://dblp.uni-trier.de/db/conf/cases/index.html,
Eventos da Área,REBLS,Workshop on Reactive and Event-Based Languages and Systems,5,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Reactive+and+Event-Based+Languages+and+Systems&as_ylo=2020&as_yhi=2024&hl=pt-BR&as_sdt=0%2C5,,,,https://dblp.uni-trier.de/db/conf/rebls/index.html,
Eventos da Área,FDL,Forum on Specification and Design Languages,4,"https://scholar.google.com.br/scholar?start=30&q=source:Forum+source:on+source:Specification+source:Design+source:Languages&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2024",,,,https://dblp.uni-trier.de/db/conf/fdl/index.html,
Eventos da Área,Wollic,"Workshop on Logic, Language, Information and Computation ",12,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=-_yucm7AqqAJ.2024,,,,https://dblp.uni-trier.de/db/conf/wollic/index.html,
