TOP,SIGLA,NOME,H5,GOOGLE METRICS LINK,Nova Sigla,Novo Nome,Nome Alternativo,Link da DBLP,Link da SOL
Eventos da Área,ICIP,IEEE International Conference on Image Processing,66,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=a9ZSGA40nccJ.2024,,,,https://dblp.org/db/conf/icip/index.html,
Eventos da Área,WACV,Workshop on Applications of Computer Vision,109,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=uo-zCIky-iEJ.2024,,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),,https://dblp.org/db/conf/wacv/index.html,
Eventos da Área,FG,IEEE International Conference on Automatic Face and Gesture Recognition,43,https://scholar.google.com.br/citations?hl=pt-BR&vq=eng_computervisionpatternrecognition&view_op=list_hcore&venue=tOKomDtxujwJ.2024,,,,https://dblp.org/db/conf/fgr/index.html,
Eventos da Área,HRI,ACM/IEEE International Conference on Human Robot Interaction,54,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=ywdGSlWdBhkJ.2024,,,,https://dblp.org/db/conf/hri/index.html,
Eventos da Área,ICMR,ACM International Conference on Multimedia Retrieval,34,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=_3Q9NfFmueMJ.2024,,,,https://dblp.org/db/conf/mir/index.html,
Eventos da Área,SIGCSE,ACM Technical Symposium on Computer Science Education,47,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=rrlriATuz7wJ.2024,,Technical Symposium on Computer Science Education,,https://dblp.org/db/conf/sigcse/index.html,
Eventos da Área,ACCV,Asian Conference on Computer Vision,39,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=C6G2a_KY88AJ.2024,,,,https://dblp.org/db/conf/accv/index.html,
Eventos da Área,ICMI,International Conference on Multimodal Interfaces,31,https://scholar.google.com.br/citations?hl=pt-BR&vq=eng_humancomputerinteraction&view_op=list_hcore&venue=FeNM07eYolwJ.2024,,,,https://dblp.org/db/conf/icmi/index.html,
Eventos da Área,SAC,ACM Symposium on Applied Computing,36,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=eLhWa3qzEDsJ.2024,,,,https://dblp.org/db/conf/sac/index.html,
Eventos da Área,ICUAS,International Conference on Unmanned Aircraft Systems,31,https://scholar.google.com.br/citations?hl=pt-BR&vq=eng_robotics&view_op=list_hcore&venue=P7JmirE2spgJ.2024,,,,,
Eventos da Área,ICPR,International Conference on Pattern Recognition,56,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=cVHg_1PrXPkJ.2024,,,,https://dblp.org/db/conf/icpr/index.html,
Eventos da Área,IUI,International Conference on Intelligent User Interfaces,52,https://scholar.google.com.br/citations?hl=pt-BR&vq=eng_humancomputerinteraction&view_op=list_hcore&venue=-_BzfdwqRVsJ.2024,,,,https://dblp.org/db/conf/iui/index.html,
Eventos da Área,MMSys,ACM Multimedia Systems Conference,28,https://scholar.google.com.br/citations?hl=pt-BR&vq=eng_multimedia&view_op=list_hcore&venue=iRTf4ImdsEQJ.2024,,,,https://dblp.org/db/conf/mmsys/index.html,
Eventos da Área,HCII,International Conference on Human-­‐Computer Interaction,41,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=v05i1s2aH5wJ.2024,,,,https://dblp.org/db/conf/hci/index.html,
Eventos da Área,ICME,IEEE International Conference on Multimedia and Expo,46,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=xYXdFLRJbCMJ.2024,,,,https://dblp.org/db/conf/icmcs/index.html,
Eventos da Área,CVPR,IEEE Conference on Computer Vision and Pattern Recognition,440,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=FXe-a9w0eycJ.2024,,,,https://dblp.org/db/conf/cvpr/index.html,
Eventos da Área,CHI,ACM Conference on Human Factors in Computing Systems,129,https://scholar.google.com.br/citations?hl=pt-BR&vq=eng_humancomputerinteraction&view_op=list_hcore&venue=6NNnGOq9_mAJ.2024,,,,https://dblp.org/db/conf/chi/index.html,
Eventos da Área,TEI,"International Conference on Tangible, Embedded and Embodied Interaction",27,https://scholar.google.com.br/citations?hl=pt-BR&vq=eng_humancomputerinteraction&view_op=list_hcore&venue=KRPnqF5qBUgJ.2024,,,,https://dblp.org/db/conf/chi/index.html,
Eventos da Área,3DV,International Conference on 3D Vision,51,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=_QeiDtrgUSoJ.2024,,,,https://dblp.org/db/conf/3dim/index.html,
Eventos da Área,DIS,Conference on Designing Interactive Systems,49,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=NL3siS1OXxYJ.2024,,,,https://dblp.org/db/conf/ACMdis/index.html,
Eventos da Área,IDC,ACM Interaction Design and Children Conference,33,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=6bHuP8hpZRIJ.2024,,,International Conference on Interaction Design and Children (IDC)International Conference on Interaction Design and Children (ID,https://dblp.org/db/conf/acmidc/index.html,
Eventos da Área,IEEE VIS,IEEE Visualization,22,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=ISkzejISPjIJ.2024,,,,https://dblp.org/db/conf/visualization/index.html,
Eventos da Área,MobileHCI,International Conference on Human-­‐Computer Interaction with Mobile Devices and Services,22,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=FYz8XSTnq6sJ.2024,,,,https://dblp.org/db/conf/mhci/index.html,
Eventos da Área,ICCVW,IEEE International Conference on Computer Vision Workshops,80,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=1h7Rot6-J5EJ.2024,,,,https://dblp.org/db/conf/iccv/index.html,
Eventos da Área,SCA,ACM SIGGRAPH / Eurographics Symposium on Computer Animation,2,Calculado com h-index calculator 2020-2024,,,,https://dblp.org/db/conf/sca/index.html,
Eventos da Área,SMC,IEEE International Conference on Systems Man and Cybernetics,35,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=qJlcVei6YeoJ.2024,,,,https://dblp.org/db/conf/smc/index.html,
Eventos da Área,ICCV,IEEE International Conference on Computer Vision,291,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=Umlb1kMURG4J.2024,,,,https://dblp.org/db/conf/iccv/index.html,
Eventos da Área,ICASSP,"International Conference on Acoustics, Speech, and Signal Processing",129,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=HHC6AUo36fEJ.2024,,,,https://dblp.org/db/conf/icassp/index.html,
Eventos da Área,ICRA,IEEE International Conference on Robotics and Automation,122,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=5FWz4DClk1YJ.2024,,,,https://dblp.org/db/conf/icra/index.html,
Eventos da Área,UbiComp,ACM Conference on Pervasive and Ubiquitous Computing,27,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=K6EHRjh8bWIJ.2024,,,,https://dblp.org/db/conf/huc/index.html,
Eventos da Área,ACM-MM,ACM International Conference on Multimedia,101,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=vKMrxyJUpv0J.2024,,,,https://dblp.org/db/conf/mm/index.html,
Eventos da Área,MICCAI,International Conference on Medical Image Computing and Computer Assisted Intervention,96,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=QLpioUFGyGMJ.2024,,,,https://dblp.org/db/conf/miccai/index.html,
Eventos da Área,ECCV,European Conference on Computer Vision,206,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=cwIh2C-xo8kJ.2024,,,,https://dblp.org/db/conf/eccv/index.html,
Eventos da Área,IROS,IEEE/RJS International Conference on Intelligent Robots and Systems,86,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=QZ31s4XlF8EJ.2024,,,,https://dblp.org/db/conf/iros/index.html,
Eventos da Área,Assets,International ACM Conference on Assistive Technologies (Assets),32,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=c5bgEi18VesJ.2024,,,International ACM SIGACCESS Conference on Computers and Accessibility (ASSETS),https://dblp.org/db/conf/assets/index.html,
Eventos da Área,UMAP,"International Conference on User Modeling, Adaptation and Personalization (UMAP)",31,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=jtXTIwcBWV8J.2024,,,,https://dblp.org/db/conf/ah/index.html,
Eventos da Área,ICER,International Computing Education Research (ICER),32,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=v0xCU4OEvKUJ.2024,,,,https://dblp.org/db/conf/icer/index.html,
Eventos da Área,ICMEW,IEEE International Conference on Multimedia and Expo Workshops,26,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=Nb-CRah8-lcJ.2024,,,,https://dblp.org/db/conf/icmcs/index.html,
Eventos da Área,INTERACT,IFIP Conference on Human-Computer Interaction,23,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=6hYO_ZiWs1YJ.2024,,,IFIP TC13 International Conference on Human-Computer Interaction (INTERACT),https://dblp.org/db/conf/interact/index.html,
Eventos da Área,PacificVis,IEEE Pacific Visualization Symposium,19,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=eyKsRVMpGxgJ.2024,,,,https://dblp.org/db/conf/pacificvis/index.html,
Eventos da Área,IGARSS,IGARSS - IEEE International Geoscience and Remote Sensing Symposium,40,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=D2xvUFgEEJEJ.2024,,,,https://dblp.org/db/conf/igarss/index.html,
Eventos da Área,ISWC,IEEE International Symposium on Wearable Computers,22,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=_spLz2dfW1AJ.2024,,,,https://dblp.org/db/conf/iswc/index.html,
Eventos da Área,MMM,International Conference on MultiMedia Modeling,26,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=Yk_rZmw8Ul4J.2024,,,,https://dblp.org/db/conf/mmm/index.html,
Eventos da Área,QoMEX,International Workshop on Quality of Multimedia Experience,24,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=bEDbANOodwgJ.2024,,,International Conference on Quality of Multimedia Experience (QoMEX),https://dblp.org/db/conf/qomex/index.html,
Eventos da Área,ITiCSE,ITiCSE - Conference on Innovation and Technology in Computer Science Education,35,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=68UDAZLIQo8J.2024,,,Joint Conference on Innovation and Technology in Computer Science Education,https://dblp.org/db/conf/iticse/index.html,
Eventos da Área,SIBGRAPI,"Conference on Graphics, Patterns and Images",23,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=sPLlun2OWTwJ.2024,,,,https://dblp.org/db/conf/sibgrapi/index.html,https://sol.sbc.org.br/index.php/sibgrapi
Eventos da Área,VAST,IEEE Visual Analytics Science and Technology,,Conferência parte do VIS. Não encontrada no Scholar,IEEE VIS,IEEE Visualization,,https://dblp.org/db/conf/ieeevast/index.html,
Eventos da Área,SBIE,Simpósio Brasileiro de Informática na Educação,12,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=DMcB-6XAVukJ.2024,,,Brazilian Symposium on Computers in Education (Simpósio Brasileiro de Informática na Educação-SBIE),,https://sol.sbc.org.br/index.php/sbie
Eventos da Área,ICAR,International Conference on Advanced Robotics,20,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=QTCI2sX39qUJ.2024,,,,https://dblp.org/db/conf/icar/index.html,
Eventos da Área,SBAC-PAD,SBAC-PAD - International Symposium on Computer Architecture and High Performance Computing,12,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=xujU2BmpDawJ.2024,,,,https://dblp.org/db/conf/sbac-pad/index.html,
Eventos da Área,MVA,IAPR International Conference on Machine Vision Applications,15,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=5GsHps3NV78J.2024,,,,https://dblp.org/db/conf/mva/index.html,
Eventos da Área,SBCCI,SBCCI - Symposium on Integrated Circuits and Systems Design,10,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=ce7ecw4OEFoJ.2024,,,,https://dblp.org/db/conf/sbcci/index.html,
Eventos da Área,WebMedia,Brazilian Symposium on Multimedia and the Web,13,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=EL-07Zfxn_kJ.2024,,,,https://dblp.org/db/conf/webmedia/index.html,https://sol.sbc.org.br/index.php/webmedia
Eventos da Área,IHC,Brazilian Symposium on Human Factors in Computing Systems,13,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=YC7yoNYrtdAJ.2024,,,,https://dblp.org/db/conf/ihc/index.html,
Eventos da Área,ASPRS,Annual Conference and International Lidar Mapping Forum,,Não encontrado em 2024,,,,,
Eventos da Área,CBA,Congresso Brasileiro de Automática,7,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=dV-L3bCgyPcJ.2024,,,,,
Eventos da Área,ACE-X,International Conference on Advanced Computational Engineering and Experimenting,,Não encontrado em 2024,,,,,
Eventos da Área,CBEB,Congresso Brasileiro de Engenharia Biomédica,1,Calculado com h-index calculator 2020-2024,,,,,
Eventos da Área,CILAMCE,Iberian Latin American Congress on Computational Methods,,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=lPvkMWc1mQ8J.2024,,Ibero-Latin American Congress on Computational Methods in Engineering,,,
Eventos da Área,CIMENICS,International Congress on Numerical Methods in Engineering and Applied Sciences,1,Calculado com h-index calculator 2020-2024,,,,,
Eventos da Área,CMN,Congress on Numerical Methods in Engineering,1,Calculado com h-index calculator 2020-2024,,,,,
Eventos da Área,I/ITSEC,"Interservice/Industry Training, Simulation & Education Conference",2,Calculado com h-index calculator 2020-2024,,,,,
Eventos da Área,ICVIIP,International Conference on Visualization: Imaging and Image Processing,,Não encontrado em 2024,,,,,
Eventos da Área,InfoVis,IEEE Information Visualization,,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=vRWGetFmuFkJ.2024,IEEE VIS,IEEE Visualization,,https://dblp.org/db/conf/infovis/index.html,
Eventos da Área,LARS,IEEE Latin American Robotics Symposium,13,Calculado com h-index calculator 2020-2024,,,,https://dblp.org/db/conf/larc/index.html,
Eventos da Área,SBAI,Simpósio Brasileiro de Automação Inteligente,3,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=poyWVKlO8ggJ.2024,,,,,
Eventos da Área,SBCM,Simpósio Brasileiro em Computação Musical,,Não encontrado em 2024,,,,,https://sol.sbc.org.br/index.php/sbcm
Eventos da Área,SBGames,Brazilian Symposium on Games and Digital Entertainment,10,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=ByeMqHL0dxAJ.2024,,,,,
Eventos da Área,SBR,Simpósio Brasileiro de Robótica,2,Calculado com h-index calculator 2020-2024,,,,,https://sol.sbc.org.br/index.php/sbrlars
Eventos da Área,SciVis,IEEE Scientific Visualization,,Não encontrado em 2024,IEEE VIS,IEEE Visualization,,https://dblp.org/db/conf/scivis/index.html,
Eventos da Área,USIHC,Congresso Internacional de Ergonomia e Usabilidade de Interfaces Humano Computador,1,Calculado com h-index calculator 2020-2024,,,,,
Eventos da Área,WRVA,Workshop de Realidade Virtual e Aumentada,,Não encontrado em 2024,,,,,
Eventos da Área,WSCAD,Simpósio em Sistemas Computacionais de Alto Desempenho,7,https://scholar.google.com.br/citations?hl=pt-BR&view_op=search_venues&vq=Simp%C3%B3sio+de+Sistemas+Computacionais+de+Alto+Desempenho&btnG=,SSCAD,,,,
Eventos da Área,WSCG,"International Conferences in Central Europe on Computer Graphics, Visualization and Computer Vision",,Não encontrado em 2024,,,,,
Eventos da Área,IEEE S&P,IEEE Symposium on Security and Privacy,112,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=cyrroHz3a0YJ.2024,,,,,
Eventos da Área,CLEI,Conferencia Latinoamericana de Informática,2,Calculado com h-index calculator 2020-2024,,,,,
Eventos da Área,ICDVRAT,"International Conference on Disability, Virtual Reality & Associated Technologies",2,Calculado com h-index calculator 2020-2024,,,,,
