TOP,SIGLA,NOME,H5,GOOGLE METRICS LINK,Nova Sigla,Novo Nome,Nome Alternativo,Link da DBLP,Link da SOL
Eventos da Área,ISPDC,International Symposium on Parallel and Distributed Computing,12,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=BZK2l1JW2UsJ.2024,,,,https://dblp.org/db/conf/ispdc/index.html,
Eventos da Área,LATS,IEEE Latin American Test Symposium,9,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=IdSNHXeKP5gJ.2024,,,,https://dblp.org/db/conf/latw/index.html,
Eventos da Área,NCA,IEEE International Symposium on Network Computing and Applications,17,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=lTgG3I7tby0J.2024,,,,https://dblp.org/db/conf/nca/index.html,
Eventos da Área,NSDI,USENIX Symposium on Networked Systems Design and Implementation,60,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=J92rQU3cJVwJ.2023,,,,https://dblp.org/db/conf/nsdi/index.html,
Eventos da Área,OSDI,USENIX Symposium on Operating Systems Design and Implementation,54,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=nZZ8G3Einp0J.2024,,,,https://dblp.org/db/conf/osdi/osdi2022.html,
Eventos da Área,SBAC-PAD,International Symposium on Computer Architecture and High Performance Computing,12,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=xujU2BmpDawJ.2024,,,,https://dblp.org/rec/conf/sbac-pad/2017.html,https://sol.sbc.org.br/index.php/sbac-pad
Eventos da Área,SBESC,Brazilian Symposium on Computing Systems Engineering,9,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=EA9qTFRFeoUJ.2024,,,,https://dblp.org/db/conf/sbesc/index.html,https://sol.sbc.org.br/index.php/sbesc
Eventos da Área,SBRC,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos,7,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=3vnP2ksW2eAJ.2024,,,,https://dblp.org/db/conf/sbrc/index.html,https://sol.sbc.org.br/index.php/sbrc
Eventos da Área,SBSeg,Simpósio Brasileiro de Segurança da Informação e de Sistemas Computacionais,4,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=Dsyl66B8iM0J.2024,,,,https://dblp.org/db/conf/sbsi/index.html,https://sol.sbc.org.br/index.php/sbseg
Eventos da Área,USENIX,USENIX Annual Technical Conference,55,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=UoM6MOnWKE8J.2024,,,,https://dblp.org/db/conf/usenix/index.html,
Eventos da Área,WSCAD,Simpósio em Sistemas Computacionais de Alto Desempenho,5,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=MZeKedZe-5YJ.2024,,,,,https://sol.sbc.org.br/index.php/sscad
Eventos da Área,WTF,Workshop de Testes e Tolerância a Falhas,2,Não encontrei no scholar (Edson),,,,,https://sol.sbc.org.br/index.php/wtf
Eventos da Área,IEEE Blockchain,IEEE International Conference on Blockchain,42,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=DGN3r9u7HNQJ.2024,,,,https://dblp.org/db/conf/blockchain2/index.html,
Eventos da Área,ICBC,EEE International Conference on Blockchain and Cryptocurrency,39,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=Hh3XGFymILkJ.2024,,,,https://dblp.org/db/conf/icbc2/index.html,
Eventos da Área,ICBCT,Internacional Conference on Blockchain Technology,15,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=CZ0MOLo1dE8J.2024,,,,https://dblp.org/db/conf/icbct/index.html,
