TOP,SIGLA,NOME,H5,GOOGLE METRICS LINK,Nova Sigla,Novo Nome,Nome Alternativo,Link da DBLP,Link da SOL
Top 20,AAAI,AAAI Conference on Artificial Intelligence,220,https://scholar.google.com.br/citations?hl=pt-BR&vq=eng_artificialintelligence&view_op=list_hcore&venue=PV9sQN5dnPsJ.2024,,,,https://dblp.org/db/conf/aaai/index.html,
Top 20,IJCAI,International Joint Conference on Artificial Intelligence (IJCAI),136,https://scholar.google.com.br/citations?view_op=top_venues&hl=pt-BR&vq=eng_artificialintelligence,,,,https://dblp.org/db/conf/ijcai/index.html,
Top 20,KDD,ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,124,https://scholar.google.com.br/citations?hl=pt-BR&vq=eng_datamininganalysis&view_op=list_hcore&venue=DxPOk84pRIIJ.2024,,,,https://dblp.org/db/conf/kdd/index.html,
Top 20,AISTATS,International Conference on Artificial Intelligence and Statistics,100,https://scholar.google.com.br/citations?hl=pt-BR&vq=eng_datamininganalysis&view_op=list_hcore&venue=PhcE9OLs0MUJ.2024,,,,https://dblp.org/db/conf/aistats/index.html,
Top 20,UAI,Conference on Uncertainty in Artificial Intelligence,56,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=xLfkTVI4LkMJ.2024,,,,https://dblp.org/db/conf/atal/index.html,
Top 20,ICMLA,International Conference on Machine Learning and Applications,35,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=jv1gvzv4-LgJ.2024,,,,https://dblp.org/db/conf/icmla/index.html,
Top 20,SDM,SIAM International Conference on Data Mining,36,https://scholar.google.com.br/citations?hl=pt-BR&vq=eng_datamininganalysis&view_op=list_hcore&venue=eM05sD1nEv4J.2024,,,,https://dblp.org/db/conf/sdm/index.html,
Top 20,PAKDD,Pacific-Asia Conference on Knowledge Discovery and Data Mining (PAKDD),30,https://scholar.google.com.br/citations?hl=pt-BR&vq=eng_datamininganalysis&view_op=list_hcore&venue=I9UJ598p80sJ.2024,,,,https://dblp.org/db/conf/pakdd/index.html,
Top 20,ICANN,International Conference on Artificial Neural Networks,32,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=Tt40B1pBgEEJ.2024,,,,https://dblp.org/db/conf/icann/index.html,
Top 20,ICTAI,IEEE International Conference on Artificial Intelligence Tools,28,https://scholar.google.com/citations?hl=pt-BR&view_op=list_hcore&venue=7SUUxQF2w2cJ.2024,,,,https://dblp.org/db/conf/ictai/index.html,
Eventos da Área,ICLR,International Conference on Learning Representations,304,https://scholar.google.com.br/citations?hl=pt-BR&vq=eng_artificialintelligence&view_op=list_hcore&venue=0032SoU2xY4J.2024,,,,https://dblp.org/db/conf/iclr/index.html,
Eventos da Área,ICRA,IEEE International Conference on Robotics and Automation,122,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=Z88T8Kej-9oJ.2024,,,,https://dblp.org/db/conf/icra/index.html,
Eventos da Área,IROS,IEEE/RSJ Intrernational Conference on Intelligent Robots and Systems,86,https://scholar.google.com/citations?hl=en&vq=eng_robotics&view_op=list_hcore&venue=QZ31s4XlF8EJ.2024,,,,https://dblp.org/db/conf/iros/index.html,
Eventos da Área,BigData,IEEE International Conference on Big Data,54,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=5qcbaE0D5owJ.2024,,,,https://dblp.org/db/conf/bigdataconf/index.html,
Eventos da Área,RecSYS,ACM Conference on Recommender Systems,53,https://scholar.google.com.br/citations?hl=pt-BR&vq=eng_datamininganalysis&view_op=list_hcore&venue=4-w_STT7RmEJ.2024,,,,https://dblp.org/db/conf/recsys/index.html,
Eventos da Área,ECAI,European Conference on Artificial Intelligence,36,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=ryLBm7fgHNMJ.2024,,,,https://dblp.org/db/conf/ecai/index.html,
Eventos da Área,SMC,"IEEE International Conference on Systems, Man and Cybernetics",32,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=I9UJ598p80sJ.2024,,,,https://dblp.org/db/conf/smc/index.html,
Eventos da Área,SSCI,IEEE Symposium Series on Computational Intelligence,29,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=c3DqEnruQwEJ.2024,,,,https://dblp.org/db/conf/ssci/index.html,
Eventos da Área,ICONIP,International Conference on Neural Information Processing,27,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=sz4vWIwy-_cJ.2024,,,,https://dblp.org/db/conf/iconip/index.html,
Eventos da Área,EPIA,Portuguese Conference on Artificial Intelligence ,16,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=SDrbTPLn2T0J.2024,,,,https://dblp.org/db/conf/epia/index.html,
Eventos da Área,HIS,International Conference on Hybrid Intelligent Systems,15,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=hF3Mhj6UPToJ.2024,,,,https://dblp.org/db/conf/his/index.html,
Eventos da Área,IPMU,International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems,12,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=DxTMQsOcxf0J.2024,,,,https://dblp.org/db/conf/ipmu/index.html,
Eventos da Área,LA-CCI,IEEE Latin American Conference on Computational Intelligence,10,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=MQjh4nsifjAJ.2024,,,,https://dblp.org/db/conf/lacci/index.html,
Eventos da Área,SBPO,Simpósio Brasileiro de Pesquisa Operacional,,,,,,,
